,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,debutYear,seasonNum,yearID,playerID,Primary
9034,131,546,84,162,24,4,6,61.0,16.0,6.0,46,81.0,0.0,6.0,4.0,5.0,10.0,1.0,122.0,121.0,3142.0,140.0,280.0,12.0,60.0,0.0,0.0,0.0,14729364.0,414000.0,16055006.760000002,451260.00000000006,16055006.760000002,0.2967032967032967,0.3882783882783883,0.3548922056384743,0.9722222222222222,1995,17,2011,jeterde01,SS
9035,159,683,99,216,32,0,15,58.0,9.0,4.0,45,90.0,1.0,5.0,6.0,1.0,24.0,1.0,135.0,133.0,3559.0,172.0,324.0,10.0,67.0,0.0,0.0,0.0,15729364.0,480000.0,16798960.752,512640.0,16798960.752,0.3162518301610542,0.4289897510980966,0.36239782016348776,0.9802371541501976,1995,18,2012,jeterde01,SS
9036,17,63,8,12,1,0,1,7.0,0.0,0.0,8,10.0,1.0,1.0,0.0,1.0,3.0,1.0,13.0,13.0,329.0,23.0,27.0,2.0,6.0,0.0,0.0,0.0,16729365.0,490000.0,17599291.98,515480.0,17599291.98,0.19047619047619047,0.25396825396825395,0.2876712328767123,0.9615384615384616,1995,19,2013,jeterde01,SS
9037,145,581,47,149,19,1,4,50.0,10.0,2.0,35,87.0,0.0,6.0,8.0,4.0,15.0,1.0,130.0,129.0,3415.0,144.0,256.0,11.0,48.0,0.0,0.0,0.0,12000000.0,500000.0,12419999.999999998,517499.99999999994,12419999.999999998,0.25645438898450945,0.3132530120481928,0.3035143769968051,0.9732360097323601,1995,20,2014,jeterde01,SS
9044,152,563,76,152,28,3,12,67.0,13.0,7.0,82,99.0,1.0,2.0,3.0,2.0,15.0,2.0,151.0,146.0,3846.0,304.0,395.0,7.0,75.0,0.0,0.0,0.0,1615000.0,300000.0,2096270.0,389400.0,2096270.0,0.2699822380106572,0.39431616341030196,0.36363636363636365,0.990084985835694,1999,6,2004,jimenda01,2B
9045,35,105,14,24,7,0,0,5.0,2.0,1.0,14,23.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0,23.0,635.0,56.0,63.0,2.0,17.0,0.0,0.0,0.0,2870000.0,316000.0,3601849.9999999995,396579.99999999994,3601849.9999999995,0.22857142857142856,0.29523809523809524,0.31932773109243695,0.9834710743801653,1999,7,2005,jimenda01,2B
9057,144,506,61,147,25,1,18,76.0,3.0,1.0,20,46.0,1.0,13.0,0.0,3.0,15.0,1.0,144.0,131.0,3518.0,882.0,58.0,7.0,9.0,10.0,57.0,29.0,5433333.0,327000.0,6606932.927999999,397632.0,6606932.927999999,0.29051383399209485,0.4505928853754941,0.33210332103321033,0.9926082365364308,2006,1,2006,johjike01,C
9058,135,485,52,139,29,0,14,61.0,0.0,2.0,15,41.0,0.0,11.0,0.0,2.0,22.0,1.0,133.0,128.0,3320.0,805.0,56.0,2.0,15.0,5.0,46.0,40.0,5933333.0,380000.0,7013199.606,449160.0,7013199.606,0.2865979381443299,0.4329896907216495,0.3216374269005848,0.9976825028968713,2006,2,2007,johjike01,C
9059,112,379,29,86,19,0,7,39.0,2.0,0.0,19,33.0,1.0,8.0,1.0,2.0,12.0,1.0,100.0,95.0,2500.0,632.0,34.0,8.0,8.0,7.0,52.0,25.0,6383333.0,390000.0,7264232.953999999,443819.99999999994,7264232.953999999,0.22691292875989447,0.3324538258575198,0.2769607843137255,0.9881305637982196,2006,3,2008,johjike01,C
9060,71,239,24,59,11,0,9,22.0,2.0,2.0,12,28.0,0.0,5.0,1.0,1.0,4.0,1.0,70.0,67.0,1740.0,413.0,35.0,1.0,2.0,4.0,19.0,22.0,7666666.0,400000.0,8762999.238,457200.0,8762999.238,0.24686192468619247,0.40585774058577406,0.29571984435797666,0.9977728285077951,2006,4,2009,johjike01,C
9076,133,459,44,100,18,0,19,58.0,0.0,2.0,45,129.0,1.0,1.0,0.0,1.0,12.0,3.0,131.0,129.0,3431.0,908.0,60.0,8.0,11.0,6.0,56.0,37.0,3300000.0,170000.0,4963200.0,255680.0,4963200.0,0.2178649237472767,0.3812636165577342,0.2885375494071146,0.9918032786885246,1994,5,1998,johnsch04,C
9077,135,426,58,107,19,1,16,54.0,0.0,0.0,55,107.0,2.0,4.0,4.0,3.0,13.0,1.0,135.0,124.0,3279.0,770.0,66.0,5.0,14.0,3.0,62.0,38.0,3600000.0,200000.0,5295599.999999999,294200.0,5295599.999999999,0.2511737089201878,0.4131455399061033,0.3401639344262295,0.9940546967895363,1994,6,1999,johnsch04,C
9078,128,421,76,128,24,0,31,91.0,2.0,0.0,52,106.0,0.0,1.0,1.0,3.0,8.0,3.0,126.0,121.0,3180.0,722.0,42.0,6.0,7.0,5.0,54.0,24.0,4600000.0,200000.0,6545800.0,284600.0,6545800.0,0.30403800475059384,0.5819477434679335,0.37945492662473795,0.9922077922077922,1994,7,2000,johnsch04,C
9079,128,451,51,117,32,0,18,75.0,0.0,0.0,38,133.0,2.0,4.0,0.0,3.0,8.0,1.0,125.0,120.0,3183.0,846.0,62.0,4.0,15.0,8.0,52.0,37.0,5000000.0,200000.0,6920000.000000001,276800.0,6920000.000000001,0.25942350332594233,0.4501108647450111,0.32056451612903225,0.9956140350877193,1994,8,2001,johnsch04,C
9080,83,244,18,53,19,0,6,36.0,0.0,0.0,31,61.0,7.0,0.0,1.0,4.0,10.0,1.0,82.0,77.0,1915.0,488.0,49.0,3.0,9.0,5.0,37.0,25.0,5000000.0,200000.0,6815000.000000001,272600.00000000006,6815000.000000001,0.21721311475409835,0.36885245901639346,0.3010752688172043,0.9944444444444445,1994,9,2002,johnsch04,C
9081,108,356,49,82,20,0,20,61.0,1.0,3.0,49,84.0,2.0,1.0,1.0,7.0,8.0,1.0,107.0,103.0,2693.0,561.0,34.0,4.0,5.0,6.0,36.0,26.0,7000000.0,300000.0,9323999.999999998,399599.99999999994,9323999.999999998,0.2303370786516854,0.4550561797752809,0.3196125907990315,0.993322203672788,1994,10,2003,johnsch04,C
9082,109,305,42,72,20,0,13,47.0,2.0,1.0,49,91.0,1.0,5.0,2.0,1.0,6.0,1.0,91.0,85.0,2239.0,523.0,44.0,7.0,8.0,7.0,63.0,16.0,9000000.0,300000.0,11682000.0,389400.0,11682000.0,0.2360655737704918,0.42950819672131146,0.35,0.9878048780487805,1994,11,2004,johnsch04,C
9088,142,514,54,165,34,0,12,68.0,0.0,0.0,29,116.0,5.0,2.0,0.0,2.0,20.0,2.0,137.0,133.0,3359.0,165.0,219.0,14.0,26.0,0.0,0.0,0.0,2287500.0,490000.0,2406450.0,515480.0,2406450.0,0.321011673151751,0.4571984435797665,0.3583180987202925,0.964824120603015,2009,5,2013,johnsch05,3B
9089,153,582,43,153,27,0,10,58.0,6.0,0.0,23,159.0,2.0,2.0,2.0,2.0,23.0,2.0,151.0,149.0,3959.0,57.0,209.0,6.0,18.0,0.0,0.0,0.0,4750000.0,500000.0,4916250.0,517499.99999999994,4916250.0,0.26288659793814434,0.36082474226804123,0.2922824302134647,0.9779411764705882,2009,6,2014,johnsch05,3B
9090,83,243,18,62,11,0,3,18.0,2.0,1.0,10,74.0,0.0,1.0,0.0,1.0,5.0,6.0,57.0,48.0,1224.0,191.0,47.0,4.0,32.0,0.0,0.0,0.0,6000000.0,507500.0,6204000.0,524755.0,6204000.0,0.2551440329218107,0.3374485596707819,0.28627450980392155,0.9834710743801653,2009,7,2015,johnsch05,1B
9091,113,243,20,54,11,0,5,24.0,0.0,0.0,19,78.0,2.0,1.0,1.0,0.0,13.0,3.0,94.0,50.0,1487.0,365.0,35.0,3.0,38.0,0.0,0.0,0.0,8007500.0,507500.0,8175657.499999999,518157.49999999994,8175657.499999999,0.2222222222222222,0.3292181069958848,0.2813688212927757,0.9925558312655087,2009,8,2016,johnsch05,1B
9117,154,590,89,144,37,3,23,90.0,34.0,8.0,69,100.0,12.0,0.0,0.0,9.0,7.0,2.0,165.0,152.0,4005.0,150.0,335.0,28.0,39.0,0.0,0.0,0.0,1666666.0,100000.0,3126665.4159999997,187600.0,3126665.4159999997,0.2440677966101695,0.43389830508474575,0.3188622754491018,0.9454191033138402,1982,9,1990,johnsho01,3B
9118,156,564,108,146,34,4,38,117.0,30.0,16.0,78,120.0,12.0,1.0,0.0,15.0,4.0,3.0,162.0,154.0,4108.0,161.0,264.0,31.0,26.0,0.0,0.0,0.0,2166667.0,100000.0,3900000.6,180000.0,3900000.6,0.25886524822695034,0.5354609929078015,0.34194528875379937,0.9320175438596491,1982,10,1991,johnsho01,3B
9119,100,350,48,78,19,0,7,43.0,22.0,5.0,55,79.0,5.0,2.0,0.0,3.0,7.0,1.0,98.0,96.0,2523.0,206.0,3.0,4.0,0.0,0.0,0.0,0.0,2266667.0,109000.0,3959867.249,190423.0,3959867.249,0.22285714285714286,0.33714285714285713,0.32926829268292684,0.9812206572769953,1982,11,1992,johnsho01,OF
9120,72,235,32,56,8,2,7,26.0,6.0,4.0,43,43.0,3.0,0.0,0.0,2.0,3.0,1.0,67.0,67.0,1714.0,52.0,135.0,11.0,11.0,0.0,0.0,0.0,2100000.0,109000.0,3563699.9999999995,184972.99999999997,3563699.9999999995,0.23829787234042554,0.37872340425531914,0.3535714285714286,0.9444444444444444,1982,12,1993,johnsho01,3B
9121,93,227,30,48,10,2,10,40.0,11.0,3.0,39,73.0,2.0,0.0,0.0,3.0,2.0,2.0,63.0,52.0,1327.0,98.0,3.0,2.0,0.0,0.0,0.0,0.0,1700000.0,109000.0,2811800.0,180286.00000000003,2811800.0,0.21145374449339208,0.4052863436123348,0.32342007434944237,0.9805825242718447,1982,13,1994,johnsho01,OF
9128,106,303,47,68,20,3,8,29.0,7.0,2.0,32,54.0,1.0,3.0,6.0,2.0,4.0,1.0,84.0,69.0,1967.0,135.0,222.0,10.0,56.0,0.0,0.0,0.0,2825000.0,400000.0,3228975.0,457200.0,3228975.0,0.22442244224422442,0.38943894389438943,0.3029411764705882,0.9727520435967303,2005,5,2009,johnske05,2B
9129,154,585,93,166,36,5,26,71.0,13.0,7.0,79,148.0,1.0,2.0,3.0,2.0,12.0,1.0,149.0,146.0,3812.0,267.0,402.0,8.0,106.0,0.0,0.0,0.0,2350000.0,400000.0,2641400.0000000005,449600.00000000006,2641400.0000000005,0.28376068376068375,0.49572649572649574,0.36976047904191617,0.9881831610044313,2005,6,2010,johnske05,2B
9130,147,545,75,121,27,7,21,58.0,16.0,6.0,60,163.0,2.0,4.0,4.0,0.0,3.0,3.0,141.0,138.0,3672.0,268.0,349.0,10.0,86.0,0.0,0.0,0.0,5850000.0,414000.0,6376500.000000001,451260.00000000006,6376500.000000001,0.22201834862385322,0.41284403669724773,0.30377668308702793,0.9840510366826156,2005,7,2011,johnske05,2B
9131,142,507,61,114,19,2,16,55.0,14.0,2.0,62,159.0,4.0,5.0,2.0,4.0,8.0,1.0,136.0,133.0,3539.0,247.0,386.0,11.0,100.0,0.0,0.0,0.0,6375000.0,480000.0,6808500.0,512640.0,6808500.0,0.22485207100591717,0.36489151873767256,0.31314878892733566,0.9829192546583851,2005,8,2012,johnske05,2B
9132,118,366,41,86,12,2,16,52.0,7.0,4.0,35,99.0,1.0,3.0,0.0,3.0,4.0,4.0,94.0,78.0,2039.0,132.0,74.0,4.0,14.0,0.0,0.0,0.0,2450000.0,490000.0,2577400.0,515480.0,2577400.0,0.23497267759562843,0.4098360655737705,0.3046683046683047,0.9809523809523809,2005,9,2013,johnske05,OF
9133,106,265,29,57,14,2,7,27.0,2.0,2.0,29,71.0,0.0,2.0,0.0,1.0,3.0,18.0,102.0,73.0,1977.0,242.0,100.0,11.0,15.0,0.0,0.0,0.0,3000000.0,500000.0,3104999.9999999995,517499.99999999994,3104999.9999999995,0.21509433962264152,0.3622641509433962,0.2962962962962963,0.9688385269121813,2005,10,2014,johnske05,3B
9135,131,304,25,75,14,0,10,34.0,4.0,0.0,25,65.0,2.0,2.0,0.0,2.0,6.0,13.0,92.0,67.0,1835.0,109.0,123.0,8.0,24.0,0.0,0.0,0.0,2000000.0,507500.0,2041999.9999999998,518157.49999999994,2041999.9999999998,0.24671052631578946,0.39144736842105265,0.3063063063063063,0.9666666666666667,2005,12,2016,johnske05,2B
9142,147,540,75,168,18,14,0,47.0,35.0,7.0,36,33.0,1.0,0.0,3.0,0.0,10.0,1.0,146.0,136.0,3714.0,427.0,7.0,9.0,1.0,0.0,0.0,0.0,2266666.0,109000.0,3846532.2019999996,184972.99999999997,3846532.2019999996,0.3111111111111111,0.3962962962962963,0.3541666666666667,0.9796839729119639,1987,7,1993,johnsla03,OF
9143,106,412,56,114,11,14,3,54.0,26.0,6.0,26,23.0,5.0,2.0,0.0,3.0,8.0,1.0,103.0,100.0,2697.0,317.0,1.0,0.0,1.0,0.0,0.0,0.0,2666667.0,109000.0,4410667.218,180286.00000000003,4410667.218,0.2766990291262136,0.3932038834951456,0.32054176072234764,1.0,1987,8,1994,johnsla03,OF
9144,142,607,98,186,18,12,10,57.0,40.0,6.0,32,31.0,2.0,1.0,2.0,3.0,7.0,1.0,140.0,132.0,3557.0,338.0,8.0,3.0,2.0,0.0,0.0,0.0,2666667.0,109000.0,4290667.203,175381.0,4290667.203,0.30642504118616143,0.42504118616144976,0.3405909797822706,0.9914040114613181,1987,9,1995,johnsla03,OF
9145,160,682,117,227,31,21,9,69.0,50.0,12.0,33,40.0,8.0,1.0,3.0,5.0,8.0,1.0,157.0,156.0,4069.0,391.0,9.0,12.0,3.0,0.0,0.0,0.0,2715000.0,122667.0,4243545.0,191728.521,4243545.0,0.33284457478005863,0.47947214076246336,0.361997226074896,0.970873786407767,1987,10,1996,johnsla03,OF
9146,111,410,60,126,16,8,5,39.0,20.0,12.0,42,31.0,3.0,0.0,0.0,2.0,8.0,3.0,105.0,94.0,2509.0,231.0,4.0,7.0,2.0,0.0,0.0,0.0,3050000.0,150000.0,4657350.0,229050.0,4657350.0,0.3073170731707317,0.4219512195121951,0.3700440528634361,0.9710743801652892,1987,11,1997,johnsla03,OF
9147,85,304,51,85,8,4,2,21.0,10.0,6.0,26,22.0,1.0,0.0,1.0,1.0,5.0,1.0,78.0,68.0,1908.0,154.0,5.0,4.0,2.0,0.0,0.0,0.0,4900000.0,170000.0,7369600.0,255680.0,7369600.0,0.27960526315789475,0.3519736842105263,0.33534743202416917,0.9754601226993865,1987,12,1998,johnsla03,OF
9148,95,335,46,87,11,6,1,21.0,13.0,3.0,37,20.0,0.0,0.0,4.0,1.0,6.0,1.0,91.0,77.0,2150.0,235.0,6.0,3.0,1.0,0.0,0.0,0.0,5100000.0,200000.0,7502099.999999999,294200.0,7502099.999999999,0.25970149253731345,0.3373134328358209,0.3324396782841823,0.9877049180327869,1987,13,1999,johnsla03,OF
9173,147,500,100,145,46,0,23,77.0,10.0,3.0,110,99.0,15.0,13.0,2.0,3.0,12.0,1.0,147.0,143.0,3757.0,1165.0,93.0,15.0,91.0,0.0,0.0,0.0,3200000.0,327000.0,3891200.0,397632.0,3891200.0,0.29,0.52,0.4281150159744409,0.9882168106834249,2001,6,2006,johnsni01,1B
9174,38,109,15,24,8,0,5,20.0,0.0,0.0,33,25.0,4.0,4.0,0.0,1.0,2.0,1.0,35.0,34.0,901.0,302.0,14.0,0.0,21.0,0.0,0.0,0.0,5500000.0,390000.0,6258999.999999999,443819.99999999994,6258999.999999999,0.22018348623853212,0.43119266055045874,0.41496598639455784,1.0,2001,8,2008,johnsni01,1B
9175,133,457,71,133,24,2,8,62.0,2.0,4.0,99,84.0,4.0,12.0,1.0,5.0,15.0,3.0,129.0,124.0,3201.0,1025.0,91.0,12.0,95.0,0.0,0.0,0.0,5500000.0,400000.0,6286500.0,457200.0,6286500.0,0.2910284463894967,0.4048140043763676,0.4258289703315881,0.9893617021276596,2001,9,2009,johnsni01,1B
9176,24,72,12,12,4,0,2,8.0,0.0,1.0,24,23.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,51.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,5500000.0,400000.0,6182000.000000001,449600.00000000006,6182000.000000001,0.16666666666666666,0.3055555555555556,0.3877551020408163,1.0,2001,10,2010,johnsni01,1B
9182,79,275,31,65,13,2,2,14.0,4.0,2.0,16,56.0,0.0,11.0,5.0,0.0,7.0,1.0,78.0,62.0,1748.0,122.0,3.0,0.0,0.0,0.0,0.0,0.0,3075000.0,380000.0,3634650.0,449160.0,3634650.0,0.23636363636363636,0.32,0.304635761589404,1.0,2003,5,2007,johnsre02,OF
9184,65,165,23,42,10,2,4,22.0,2.0,1.0,13,27.0,0.0,6.0,1.0,1.0,5.0,1.0,54.0,36.0,1102.0,83.0,3.0,1.0,1.0,0.0,0.0,0.0,3000000.0,400000.0,3429000.0,457200.0,3429000.0,0.2545454545454545,0.4121212121212121,0.32972972972972975,0.9885057471264368,2003,7,2009,johnsre02,OF
9188,74,123,13,30,7,1,1,11.0,0.0,0.0,6,32.0,0.0,6.0,1.0,0.0,3.0,1.0,36.0,19.0,630.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1600000.0,490000.0,1683200.0,515480.0,1683200.0,0.24390243902439024,0.34146341463414637,0.3111111111111111,1.0,2003,11,2013,johnsre02,OF
9218,151,567,68,159,26,2,25,83.0,12.0,4.0,29,113.0,2.0,9.0,1.0,12.0,16.0,1.0,148.0,145.0,3843.0,379.0,16.0,8.0,5.0,0.0,0.0,0.0,3250000.0,414000.0,3542500.0000000005,451260.00000000006,3542500.0000000005,0.2804232804232804,0.4656084656084656,0.3192868719611021,0.9801488833746899,2006,6,2011,jonesad01,OF
9219,162,648,103,186,39,3,32,82.0,16.0,7.0,34,126.0,0.0,13.0,0.0,2.0,15.0,1.0,162.0,161.0,4374.0,439.0,7.0,8.0,0.0,0.0,0.0,0.0,6150000.0,480000.0,6568200.0,512640.0,6568200.0,0.28703703703703703,0.5046296296296297,0.33428981348637016,0.9823788546255506,2006,7,2012,jonesad01,OF
9220,160,653,100,186,35,1,33,108.0,14.0,3.0,25,136.0,4.0,8.0,0.0,3.0,15.0,1.0,156.0,156.0,4182.0,352.0,11.0,2.0,0.0,0.0,0.0,0.0,8833333.0,490000.0,9292666.316,515480.0,9292666.316,0.28483920367534454,0.49310872894333846,0.3178519593613933,0.9945205479452055,2006,8,2013,jonesad01,OF
9221,159,644,88,181,30,2,29,96.0,7.0,1.0,19,133.0,1.0,12.0,0.0,7.0,11.0,1.0,155.0,153.0,4105.0,374.0,7.0,6.0,3.0,0.0,0.0,0.0,13000000.0,500000.0,13454999.999999998,517499.99999999994,13454999.999999998,0.281055900621118,0.468944099378882,0.31085043988269795,0.9844961240310077,2006,9,2014,jonesad01,OF
9222,137,546,74,147,25,3,27,82.0,3.0,1.0,24,102.0,3.0,8.0,0.0,3.0,21.0,1.0,134.0,134.0,3506.0,317.0,13.0,3.0,4.0,0.0,0.0,0.0,13333333.0,507500.0,13786666.322,524755.0,13786666.322,0.2692307692307692,0.47435897435897434,0.3080895008605852,0.990990990990991,2006,10,2015,jonesad01,OF
9223,152,619,86,164,19,0,29,83.0,2.0,0.0,39,115.0,2.0,5.0,1.0,8.0,13.0,1.0,152.0,150.0,3900.0,349.0,4.0,2.0,1.0,0.0,0.0,0.0,16329674.0,507500.0,16672597.154,518157.49999999994,16672597.154,0.2649434571890145,0.43618739903069464,0.30998509687034276,0.9943661971830986,2006,11,2016,jonesad01,OF
9229,161,656,122,199,36,6,36,104.0,21.0,6.0,59,100.0,0.0,9.0,0.0,5.0,12.0,1.0,161.0,161.0,4291.0,438.0,9.0,2.0,2.0,0.0,0.0,0.0,3700000.0,200000.0,5265100.0,284600.0,5265100.0,0.30335365853658536,0.5411585365853658,0.3662551440329218,0.9955456570155902,1996,5,2000,jonesan01,OF
9230,161,625,104,157,25,2,34,104.0,11.0,4.0,56,142.0,3.0,3.0,0.0,9.0,10.0,1.0,161.0,161.0,4306.0,461.0,10.0,6.0,6.0,0.0,0.0,0.0,8200000.0,200000.0,11348800.000000002,276800.0,11348800.000000002,0.2512,0.4608,0.3116883116883117,0.9874213836477987,1996,6,2001,jonesan01,OF
9231,154,560,91,148,34,0,35,94.0,8.0,3.0,83,135.0,4.0,10.0,0.0,6.0,14.0,1.0,154.0,152.0,4074.0,404.0,5.0,3.0,1.0,0.0,0.0,0.0,10000000.0,200000.0,13630000.000000002,272600.00000000006,13630000.000000002,0.2642857142857143,0.5125,0.36570561456752654,0.9927184466019418,1996,7,2002,jonesan01,OF
9232,156,595,101,165,28,2,36,116.0,4.0,3.0,53,125.0,2.0,5.0,0.0,6.0,18.0,1.0,155.0,153.0,3987.0,390.0,8.0,3.0,1.0,0.0,0.0,0.0,12000000.0,300000.0,15983999.999999998,399599.99999999994,15983999.999999998,0.2773109243697479,0.5126050420168067,0.33839150227617604,0.9925187032418953,1996,8,2003,jonesan01,OF
9233,154,570,85,149,34,4,29,91.0,6.0,6.0,71,147.0,9.0,3.0,0.0,2.0,24.0,1.0,154.0,153.0,4041.0,389.0,10.0,3.0,2.0,0.0,0.0,0.0,12500000.0,300000.0,16225000.0,389400.0,16225000.0,0.2614035087719298,0.48771929824561405,0.34520123839009287,0.9925373134328358,1996,9,2004,jonesan01,OF
9234,160,586,95,154,24,3,51,128.0,5.0,3.0,64,112.0,13.0,15.0,0.0,7.0,19.0,1.0,159.0,158.0,4099.0,365.0,11.0,2.0,1.0,0.0,0.0,0.0,13000000.0,316000.0,16314999.999999998,396579.99999999994,16314999.999999998,0.2627986348122867,0.5750853242320819,0.34672619047619047,0.9947089947089947,1996,10,2005,jonesan01,OF
9235,156,565,107,148,29,0,41,129.0,4.0,1.0,82,127.0,9.0,13.0,0.0,9.0,13.0,1.0,153.0,152.0,3952.0,378.0,4.0,2.0,1.0,0.0,0.0,0.0,13500000.0,327000.0,16416000.0,397632.0,16416000.0,0.26194690265486725,0.5309734513274337,0.3632286995515695,0.9947916666666666,1996,11,2006,jonesan01,OF
9236,154,572,83,127,27,2,26,94.0,5.0,2.0,70,138.0,4.0,8.0,0.0,9.0,16.0,1.0,154.0,153.0,4038.0,396.0,3.0,2.0,1.0,0.0,0.0,0.0,14000000.0,380000.0,16548000.0,449160.0,16548000.0,0.22202797202797203,0.4125874125874126,0.3110773899848255,0.9950124688279302,1996,12,2007,jonesan01,OF
9237,75,209,21,33,8,1,3,14.0,0.0,1.0,27,76.0,0.0,1.0,0.0,1.0,5.0,1.0,66.0,55.0,1489.0,133.0,1.0,1.0,0.0,0.0,0.0,0.0,14726910.0,390000.0,16759223.579999998,443819.99999999994,16759223.579999998,0.15789473684210525,0.24880382775119617,0.25630252100840334,0.9925925925925926,1996,13,2008,jonesan01,OF
9241,94,233,27,46,7,0,14,34.0,0.0,0.0,28,71.0,1.0,5.0,0.0,3.0,2.0,1.0,66.0,55.0,1358.0,81.0,3.0,1.0,2.0,0.0,0.0,0.0,2000000.0,480000.0,2136000.0,512640.0,2136000.0,0.19742489270386265,0.40772532188841204,0.2936802973977695,0.9882352941176471,1996,17,2012,jonesan01,OF
9262,160,601,123,188,29,5,34,107.0,16.0,6.0,96,93.0,1.0,1.0,1.0,8.0,17.0,1.0,158.0,159.0,4199.0,105.0,290.0,12.0,28.0,0.0,0.0,0.0,2550000.0,170000.0,3835200.0,255680.0,3835200.0,0.31281198003327787,0.5474209650582362,0.40368271954674223,0.9705159705159705,1993,6,1998,jonesch06,3B
9263,157,567,116,181,41,1,45,110.0,25.0,3.0,126,94.0,18.0,2.0,0.0,6.0,20.0,2.0,157.0,157.0,4146.0,88.0,239.0,17.0,10.0,0.0,0.0,0.0,4175000.0,200000.0,6141424.999999999,294200.0,6141424.999999999,0.31922398589065254,0.6331569664902998,0.44079885877318115,0.9505813953488372,1993,7,1999,jonesch06,3B
9264,156,579,118,180,38,1,36,111.0,14.0,7.0,95,64.0,10.0,2.0,0.0,10.0,14.0,2.0,158.0,155.0,4044.0,96.0,305.0,25.0,25.0,0.0,0.0,0.0,4750000.0,200000.0,6759250.0,284600.0,6759250.0,0.31088082901554404,0.5664939550949913,0.4037900874635568,0.9413145539906104,1993,8,2000,jonesch06,3B
9265,159,572,113,189,33,5,38,102.0,9.0,10.0,98,82.0,20.0,2.0,0.0,5.0,13.0,2.0,157.0,156.0,4086.0,91.0,233.0,18.0,12.0,0.0,0.0,0.0,10333333.0,200000.0,14301332.872000001,276800.0,14301332.872000001,0.3304195804195804,0.6048951048951049,0.42688330871491875,0.9473684210526315,1993,9,2001,jonesch06,3B
9266,158,548,90,179,35,1,26,100.0,8.0,2.0,107,89.0,23.0,2.0,0.0,5.0,18.0,1.0,152.0,152.0,4030.0,268.0,8.0,7.0,0.0,0.0,0.0,0.0,11333333.0,200000.0,15447332.879000003,272600.00000000006,15447332.879000003,0.3266423357664234,0.5364963503649635,0.4350453172205438,0.9752650176678446,1993,10,2002,jonesch06,OF
9267,153,555,103,169,33,2,27,106.0,2.0,2.0,94,83.0,13.0,1.0,0.0,6.0,10.0,1.0,149.0,149.0,3847.0,202.0,9.0,7.0,2.0,0.0,0.0,0.0,13333333.0,300000.0,17759999.555999998,399599.99999999994,17759999.555999998,0.3045045045045045,0.5171171171171172,0.4024390243902439,0.9678899082568807,1993,11,2003,jonesch06,OF
9268,137,472,69,117,20,1,30,96.0,2.0,0.0,84,96.0,8.0,4.0,0.0,7.0,14.0,2.0,125.0,123.0,3120.0,93.0,179.0,6.0,14.0,0.0,0.0,0.0,15333333.0,300000.0,19902666.234,389400.0,19902666.234,0.2478813559322034,0.4851694915254237,0.36155202821869487,0.9784172661870504,1993,12,2004,jonesch06,3B
9269,109,358,66,106,30,0,21,72.0,5.0,1.0,72,56.0,5.0,0.0,0.0,2.0,9.0,1.0,101.0,100.0,2491.0,80.0,169.0,5.0,18.0,0.0,0.0,0.0,16061802.0,316000.0,20157561.509999998,396579.99999999994,20157561.509999998,0.29608938547486036,0.5558659217877095,0.41203703703703703,0.9803149606299213,1993,13,2005,jonesch06,3B
9270,110,411,87,133,28,3,26,86.0,6.0,1.0,61,73.0,4.0,1.0,0.0,4.0,12.0,1.0,105.0,104.0,2665.0,87.0,177.0,18.0,22.0,0.0,0.0,0.0,12333333.0,327000.0,14997332.928,397632.0,14997332.928,0.3236009732360097,0.5961070559610706,0.4088050314465409,0.9361702127659575,1993,14,2006,jonesch06,3B
9271,134,513,108,173,42,4,29,102.0,5.0,1.0,82,75.0,10.0,0.0,0.0,5.0,21.0,2.0,127.0,126.0,3263.0,76.0,227.0,9.0,17.0,0.0,0.0,0.0,12333333.0,380000.0,14577999.605999999,449160.0,14577999.605999999,0.33723196881091616,0.6042884990253411,0.425,0.9711538461538461,1993,15,2007,jonesch06,3B
9272,128,439,82,160,24,1,22,75.0,4.0,0.0,90,61.0,16.0,1.0,0.0,4.0,13.0,1.0,115.0,115.0,2962.0,64.0,235.0,13.0,21.0,0.0,0.0,0.0,12333333.0,390000.0,14035332.953999998,443819.99999999994,14035332.953999998,0.36446469248291574,0.5740318906605922,0.4700374531835206,0.9583333333333334,1993,16,2008,jonesch06,3B
9273,143,488,80,129,23,2,18,71.0,4.0,1.0,101,89.0,18.0,1.0,0.0,6.0,14.0,1.0,133.0,131.0,3410.0,85.0,208.0,22.0,30.0,0.0,0.0,0.0,10000000.0,400000.0,11430000.0,457200.0,11430000.0,0.26434426229508196,0.430327868852459,0.3875838926174497,0.9301587301587302,1993,17,2009,jonesch06,3B
