,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,debutYear,seasonNum,yearID,playerID,Primary
1271,151,552,73,163,33,0,29,93.0,1.0,0.0,35,101.0,4.0,2.0,0.0,4.0,19.0,3.0,69.0,67.0,1536.0,97.0,4.0,1.0,1.0,0.0,0.0,0.0,15000000.0,507500.0,15314999.999999998,518157.49999999994,15314999.999999998,0.29528985507246375,0.5126811594202898,0.3372681281618887,0.9901960784313726,1998,19,2016,beltrca01,OF
1285,129,392,70,104,19,2,15,44.0,10.0,5.0,29,66.0,2.0,4.0,1.0,3.0,3.0,1.0,109.0,85.0,2343.0,213.0,5.0,8.0,2.0,0.0,0.0,0.0,2700000.0,200000.0,3736800.0000000005,276800.0,3736800.0000000005,0.2653061224489796,0.4387755102040816,0.32009345794392524,0.9646017699115044,1995,7,2001,benarma01,OF
1286,65,123,16,34,9,2,1,13.0,5.0,1.0,7,26.0,0.0,1.0,0.0,0.0,3.0,1.0,38.0,17.0,572.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,4200000.0,200000.0,5724600.000000001,272600.00000000006,5724600.000000001,0.2764227642276423,0.4065040650406504,0.32061068702290074,1.0,1995,8,2002,benarma01,OF
1287,46,71,5,14,3,1,0,4.0,1.0,0.0,4,9.0,0.0,0.0,1.0,1.0,3.0,1.0,21.0,13.0,370.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,4200000.0,300000.0,5594399.999999999,399599.99999999994,5594399.999999999,0.19718309859154928,0.2676056338028169,0.23684210526315788,1.0,1995,9,2003,benarma01,OF
1375,153,538,110,155,35,6,25,93.0,5.0,3.0,107,108.0,13.0,9.0,1.0,3.0,10.0,1.0,153.0,153.0,4051.0,254.0,10.0,3.0,0.0,0.0,0.0,0.0,3500000.0,300000.0,4661999.999999999,399599.99999999994,4661999.999999999,0.28810408921933084,0.5148698884758365,0.4124809741248097,0.9887640449438202,1999,5,2003,berkmla01,OF
1376,160,544,104,172,40,3,30,106.0,9.0,7.0,127,101.0,14.0,10.0,0.0,6.0,10.0,2.0,164.0,158.0,4206.0,248.0,12.0,2.0,3.0,0.0,0.0,0.0,6500000.0,300000.0,8437000.0,389400.0,8437000.0,0.3161764705882353,0.5661764705882353,0.4497816593886463,0.9923664122137404,1999,6,2004,berkmla01,OF
1377,132,468,76,137,34,1,24,82.0,4.0,1.0,91,72.0,12.0,4.0,0.0,2.0,18.0,2.0,145.0,129.0,3301.0,838.0,51.0,8.0,78.0,0.0,0.0,0.0,10500000.0,316000.0,13177499.999999998,396579.99999999994,13177499.999999998,0.29273504273504275,0.5235042735042735,0.41061946902654867,0.9910813823857302,1999,7,2005,berkmla01,1B
1378,152,536,95,169,29,0,45,136.0,3.0,2.0,98,106.0,22.0,4.0,0.0,8.0,11.0,2.0,156.0,144.0,3763.0,1025.0,74.0,9.0,98.0,0.0,0.0,0.0,14500000.0,327000.0,17632000.0,397632.0,17632000.0,0.31529850746268656,0.621268656716418,0.4195046439628483,0.9918772563176895,1999,8,2006,berkmla01,1B
1379,153,561,95,156,24,2,34,102.0,7.0,3.0,94,125.0,11.0,8.0,0.0,5.0,11.0,2.0,157.0,149.0,3891.0,1064.0,104.0,12.0,87.0,0.0,0.0,0.0,14500000.0,380000.0,17139000.0,449160.0,17139000.0,0.27807486631016043,0.5098039215686274,0.38622754491017963,0.9898305084745763,1999,9,2007,berkmla01,1B
1380,159,554,114,173,46,4,29,106.0,18.0,4.0,99,108.0,18.0,7.0,0.0,5.0,13.0,1.0,152.0,151.0,3922.0,1240.0,132.0,5.0,122.0,0.0,0.0,0.0,14500000.0,390000.0,16500999.999999998,443819.99999999994,16500999.999999998,0.31227436823104693,0.5667870036101083,0.4195488721804511,0.9963689179375453,1999,10,2008,berkmla01,1B
1381,136,460,73,126,31,1,25,80.0,7.0,4.0,97,98.0,14.0,1.0,0.0,4.0,13.0,1.0,131.0,131.0,3424.0,1107.0,116.0,6.0,122.0,0.0,0.0,0.0,14500000.0,400000.0,16573500.0,457200.0,16573500.0,0.27391304347826084,0.508695652173913,0.398576512455516,0.9951179820992677,1999,11,2009,berkmla01,1B
1382,122,404,48,100,23,1,14,58.0,3.0,2.0,77,85.0,7.0,0.0,0.0,0.0,18.0,3.0,93.0,91.0,2398.0,750.0,74.0,2.0,68.0,0.0,0.0,0.0,14500000.0,400000.0,16298000.000000002,449600.00000000006,16298000.000000002,0.24752475247524752,0.41336633663366334,0.367983367983368,0.9975786924939467,1999,12,2010,berkmla01,1B
1383,145,488,90,147,23,2,31,94.0,2.0,6.0,92,93.0,17.0,3.0,0.0,4.0,7.0,2.0,147.0,139.0,3424.0,348.0,18.0,6.0,20.0,0.0,0.0,0.0,8000000.0,414000.0,8720000.0,451260.00000000006,8720000.0,0.3012295081967213,0.5471311475409836,0.4122657580919932,0.9838709677419355,1999,13,2011,berkmla01,OF
1384,32,81,12,21,7,1,2,7.0,2.0,0.0,14,19.0,3.0,2.0,0.0,0.0,3.0,1.0,23.0,22.0,520.0,170.0,13.0,4.0,22.0,0.0,0.0,0.0,12000000.0,480000.0,12816000.0,512640.0,12816000.0,0.25925925925925924,0.4444444444444444,0.38144329896907214,0.9786096256684492,1999,14,2012,berkmla01,1B
1385,73,256,27,62,10,1,6,34.0,0.0,0.0,38,52.0,3.0,0.0,0.0,0.0,7.0,1.0,4.0,4.0,125.0,38.0,6.0,1.0,3.0,0.0,0.0,0.0,10000000.0,490000.0,10520000.0,515480.0,10520000.0,0.2421875,0.359375,0.3401360544217687,0.9777777777777777,1999,15,2013,berkmla01,1B
1409,132,474,45,111,18,1,9,54.0,3.0,1.0,14,88.0,1.0,3.0,9.0,3.0,21.0,1.0,131.0,129.0,3352.0,188.0,366.0,18.0,95.0,0.0,0.0,0.0,2000000.0,327000.0,2432000.0,397632.0,2432000.0,0.23417721518987342,0.3333333333333333,0.2591093117408907,0.9685314685314685,2001,6,2006,berroan01,SS
1420,156,561,88,159,25,0,26,90.0,4.0,4.0,76,120.0,4.0,4.0,0.0,7.0,18.0,3.0,83.0,82.0,1984.0,141.0,2.0,4.0,0.0,0.0,0.0,0.0,3300000.0,150000.0,5039100.0,229050.0,5039100.0,0.28342245989304815,0.46702317290552586,0.36882716049382713,0.9727891156462585,1989,9,1997,berroge01,OF
1421,72,191,23,43,7,2,1,13.0,1.0,1.0,24,44.0,1.0,2.0,0.0,0.0,5.0,3.0,18.0,15.0,384.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,2200000.0,170000.0,3308800.0,255680.0,3308800.0,0.225130890052356,0.29842931937172773,0.31797235023041476,1.0,1989,10,1998,berroge01,OF
1446,96,301,37,77,24,1,8,43.0,1.0,5.0,25,53.0,1.0,5.0,1.0,6.0,8.0,1.0,85.0,79.0,1888.0,47.0,140.0,16.0,11.0,0.0,0.0,0.0,2250000.0,150000.0,3435750.0,229050.0,3435750.0,0.2558139534883721,0.4219269102990033,0.31750741839762614,0.9211822660098522,1990,8,1997,berryse01,3B
1449,33,50,1,7,2,0,1,2.0,0.0,1.0,4,15.0,0.0,0.0,0.0,0.0,1.0,3.0,10.0,7.0,193.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,2350000.0,200000.0,3344050.0,284600.0,3344050.0,0.14,0.24,0.2037037037037037,1.0,1990,11,2000,berryse01,3B
1454,134,470,40,115,20,6,6,49.0,3.0,3.0,21,44.0,0.0,0.0,11.0,6.0,17.0,3.0,133.0,131.0,3477.0,212.0,340.0,18.0,78.0,0.0,0.0,0.0,2300000.0,400000.0,2628900.0,457200.0,2628900.0,0.24468085106382978,0.35106382978723405,0.27364185110663986,0.968421052631579,2005,5,2009,betanyu01,SS
1455,151,556,60,144,29,2,16,78.0,2.0,3.0,23,64.0,1.0,1.0,4.0,4.0,13.0,1.0,151.0,151.0,3995.0,256.0,418.0,18.0,84.0,0.0,0.0,0.0,3300000.0,400000.0,3709200.0000000005,449600.00000000006,3709200.0000000005,0.2589928057553957,0.40467625899280574,0.2876712328767123,0.9739884393063584,2005,6,2010,betanyu01,SS
1456,152,556,51,140,27,3,13,68.0,4.0,4.0,16,63.0,3.0,2.0,0.0,10.0,16.0,1.0,149.0,146.0,3836.0,167.0,418.0,21.0,85.0,0.0,0.0,0.0,4300000.0,414000.0,4687000.0,451260.00000000006,4687000.0,0.2517985611510791,0.381294964028777,0.2705479452054795,0.9653465346534653,2005,7,2011,betanyu01,SS
1457,57,215,21,49,14,1,7,36.0,0.0,1.0,9,25.0,0.0,0.0,1.0,3.0,10.0,3.0,55.0,50.0,1348.0,93.0,121.0,6.0,42.0,0.0,0.0,0.0,2000000.0,480000.0,2136000.0,512640.0,2136000.0,0.22790697674418606,0.4,0.2555066079295154,0.9727272727272728,2005,8,2012,betanyu01,2B
1469,6,10,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,490000.0,2104000.0,515480.0,2104000.0,0.0,0.0,0.0,1.0,2001,13,2013,betemwi01,1B
1492,116,484,74,147,33,2,27,95.0,21.0,8.0,19,70.0,3.0,4.0,0.0,2.0,17.0,1.0,116.0,113.0,3012.0,211.0,10.0,2.0,4.0,0.0,0.0,0.0,2850000.0,109000.0,4713900.0,180286.00000000003,4713900.0,0.3037190082644628,0.5475206611570248,0.33398821218074654,0.9910313901345291,1988,7,1994,bicheda01,OF
1493,139,579,102,197,38,2,40,128.0,13.0,9.0,22,96.0,5.0,4.0,0.0,7.0,16.0,1.0,136.0,134.0,3586.0,208.0,9.0,3.0,0.0,0.0,0.0,0.0,3400000.0,109000.0,5470600.0,175381.0,5470600.0,0.34024179620034545,0.6200345423143351,0.36437908496732024,0.9863636363636363,1988,8,1995,bicheda01,OF
1494,159,633,114,198,39,3,31,141.0,31.0,12.0,45,105.0,4.0,6.0,0.0,10.0,18.0,1.0,156.0,154.0,3960.0,255.0,5.0,9.0,1.0,0.0,0.0,0.0,3591666.0,122667.0,5613773.958000001,191728.521,5613773.958000001,0.3127962085308057,0.5308056872037915,0.35878962536023057,0.966542750929368,1988,9,1996,bicheda01,OF
1495,151,561,81,173,31,2,26,118.0,6.0,5.0,30,90.0,1.0,3.0,0.0,7.0,13.0,1.0,139.0,137.0,3270.0,225.0,4.0,3.0,1.0,0.0,0.0,0.0,5166667.0,150000.0,7889500.509,229050.0,7889500.509,0.3083778966131907,0.5098039215686274,0.3427620632279534,0.9870689655172413,1988,10,1997,bicheda01,OF
1496,161,662,97,219,48,2,22,122.0,14.0,4.0,28,76.0,2.0,1.0,0.0,4.0,22.0,1.0,156.0,156.0,3950.0,289.0,14.0,11.0,6.0,0.0,0.0,0.0,5291667.0,170000.0,7958667.168,255680.0,7958667.168,0.33081570996978854,0.5090634441087614,0.35683453237410073,0.964968152866242,1988,11,1998,bicheda01,OF
1497,151,593,104,177,38,2,34,133.0,6.0,6.0,54,84.0,3.0,2.0,0.0,10.0,15.0,1.0,144.0,144.0,3699.0,238.0,17.0,13.0,3.0,0.0,0.0,0.0,7250000.0,200000.0,10664749.999999998,294200.0,10664749.999999998,0.2984822934232715,0.5413153456998314,0.3535660091047041,0.9514925373134329,1988,12,1999,bicheda01,OF
1498,155,575,80,169,32,2,23,90.0,5.0,2.0,49,91.0,3.0,4.0,1.0,7.0,21.0,1.0,121.0,119.0,2961.0,235.0,11.0,8.0,3.0,0.0,0.0,0.0,7000000.0,200000.0,9961000.0,284600.0,9961000.0,0.29391304347826086,0.4765217391304348,0.34960629921259845,0.968503937007874,1988,13,2000,bicheda01,OF
1499,107,391,45,112,30,1,12,49.0,2.0,2.0,20,76.0,1.0,3.0,0.0,1.0,13.0,1.0,53.0,52.0,1283.0,80.0,4.0,4.0,1.0,0.0,0.0,0.0,7000000.0,200000.0,9688000.0,276800.0,9688000.0,0.2864450127877238,0.46035805626598464,0.3253012048192771,0.9545454545454546,1988,14,2001,bicheda01,OF
1513,155,610,98,175,41,5,21,64.0,15.0,17.0,77,93.0,7.0,10.0,4.0,5.0,10.0,1.0,155.0,155.0,4058.0,306.0,447.0,14.0,90.0,0.0,0.0,0.0,3050000.0,109000.0,5175849.999999999,184972.99999999997,5175849.999999999,0.28688524590163933,0.4737704918032787,0.3732193732193732,0.9817470664928292,1988,6,1993,biggicr01,2B
1514,114,437,88,139,44,5,6,56.0,39.0,4.0,62,58.0,1.0,8.0,2.0,2.0,5.0,1.0,113.0,112.0,2939.0,225.0,338.0,7.0,63.0,0.0,0.0,0.0,3500000.0,109000.0,5789000.000000001,180286.00000000003,5789000.000000001,0.3180778032036613,0.482837528604119,0.4106090373280943,0.987719298245614,1988,7,1994,biggicr01,2B
1515,141,553,123,167,30,2,22,77.0,33.0,8.0,80,85.0,1.0,22.0,11.0,7.0,6.0,1.0,141.0,139.0,3814.0,299.0,419.0,10.0,78.0,0.0,0.0,0.0,4725000.0,109000.0,7602525.0,175381.0,7602525.0,0.30198915009041594,0.48282097649186256,0.40634441087613293,0.9862637362637363,1988,8,1995,biggicr01,2B
1516,162,605,113,174,24,4,15,75.0,25.0,7.0,75,72.0,0.0,27.0,8.0,8.0,10.0,1.0,162.0,160.0,4228.0,361.0,440.0,10.0,76.0,0.0,0.0,0.0,2075000.0,122667.0,3243225.0000000005,191728.521,3243225.0000000005,0.28760330578512394,0.41487603305785126,0.386013986013986,0.9876695437731196,1988,9,1996,biggicr01,2B
1517,162,619,146,191,37,8,22,81.0,47.0,10.0,84,107.0,6.0,34.0,0.0,7.0,0.0,1.0,160.0,155.0,4153.0,341.0,504.0,18.0,108.0,0.0,0.0,0.0,6280000.0,150000.0,9589560.0,229050.0,9589560.0,0.308562197092084,0.5008077544426495,0.4153225806451613,0.9791425260718424,1988,10,1997,biggicr01,2B
1518,160,646,123,210,51,2,20,88.0,50.0,8.0,64,113.0,6.0,23.0,1.0,4.0,10.0,1.0,159.0,154.0,4105.0,318.0,431.0,15.0,92.0,0.0,0.0,0.0,6145000.0,170000.0,9242080.0,255680.0,9242080.0,0.32507739938080493,0.5030959752321982,0.40298507462686567,0.9803664921465969,1988,11,1998,biggicr01,2B
1519,160,639,123,188,56,0,16,73.0,28.0,14.0,88,107.0,9.0,11.0,5.0,6.0,5.0,2.0,161.0,156.0,4130.0,365.0,431.0,12.0,117.0,0.0,0.0,0.0,6060000.0,200000.0,8914260.0,294200.0,8914260.0,0.2942097026604069,0.4569640062597809,0.385752688172043,0.9851485148514851,1988,12,1999,biggicr01,2B
1520,101,377,67,101,13,5,8,35.0,12.0,2.0,61,73.0,3.0,16.0,7.0,5.0,10.0,1.0,100.0,100.0,2558.0,181.0,280.0,6.0,57.0,0.0,0.0,0.0,6750000.0,200000.0,9605250.0,284600.0,9605250.0,0.26790450928381965,0.3925729442970822,0.3877995642701525,0.987152034261242,1988,13,2000,biggicr01,2B
1521,155,617,118,180,35,3,20,70.0,7.0,4.0,66,100.0,4.0,28.0,0.0,6.0,11.0,1.0,154.0,152.0,4034.0,280.0,389.0,11.0,86.0,0.0,0.0,0.0,7750000.0,200000.0,10726000.0,276800.0,10726000.0,0.2917341977309562,0.4554294975688817,0.3821478382147838,0.9838235294117647,1988,14,2001,biggicr01,2B
1522,145,577,96,146,36,3,15,58.0,16.0,2.0,50,111.0,2.0,17.0,9.0,2.0,15.0,2.0,143.0,141.0,3737.0,314.0,352.0,8.0,88.0,0.0,0.0,0.0,8750000.0,200000.0,11926250.000000002,272600.00000000006,11926250.000000002,0.2530329289428076,0.4038128249566724,0.32972136222910214,0.9881305637982196,1988,15,2002,biggicr01,2B
1523,153,628,102,166,44,2,15,62.0,8.0,4.0,57,116.0,3.0,27.0,3.0,2.0,4.0,1.0,150.0,150.0,3939.0,326.0,9.0,1.0,1.0,0.0,0.0,0.0,9750000.0,300000.0,12986999.999999998,399599.99999999994,12986999.999999998,0.2643312101910828,0.4124203821656051,0.35014005602240894,0.9970238095238095,1988,16,2003,biggicr01,OF
1524,156,633,100,178,47,0,24,63.0,7.0,2.0,40,94.0,0.0,15.0,9.0,3.0,8.0,1.0,149.0,149.0,3675.0,250.0,4.0,9.0,0.0,0.0,0.0,0.0,3000000.0,300000.0,3894000.0,389400.0,3894000.0,0.2812006319115324,0.46919431279620855,0.33719247467438496,0.9657794676806084,1988,17,2004,biggicr01,OF
1525,155,590,94,156,40,1,26,69.0,11.0,1.0,37,90.0,2.0,17.0,4.0,3.0,10.0,1.0,141.0,141.0,3517.0,250.0,396.0,16.0,82.0,0.0,0.0,0.0,3000000.0,316000.0,3764999.9999999995,396579.99999999994,3764999.9999999995,0.26440677966101694,0.46779661016949153,0.32457496136012365,0.9758308157099698,1988,18,2005,biggicr01,2B
1526,145,548,79,135,33,0,21,62.0,3.0,2.0,40,84.0,1.0,9.0,5.0,5.0,15.0,1.0,129.0,127.0,3186.0,219.0,334.0,6.0,80.0,0.0,0.0,0.0,4000000.0,327000.0,4864000.0,397632.0,4864000.0,0.24635036496350365,0.4215328467153285,0.30564784053156147,0.9892665474060823,1988,19,2006,biggicr01,2B
1527,141,517,68,130,31,3,10,50.0,4.0,3.0,23,112.0,0.0,3.0,7.0,5.0,5.0,2.0,115.0,112.0,2816.0,192.0,267.0,10.0,54.0,0.0,0.0,0.0,5150000.0,380000.0,6087300.0,449160.0,6087300.0,0.2514506769825919,0.38104448742746616,0.2846715328467153,0.9786780383795309,1988,20,2007,biggicr01,2B
1545,143,578,111,187,35,5,29,82.0,17.0,9.0,43,102.0,4.0,13.0,3.0,4.0,2.0,1.0,138.0,135.0,3549.0,293.0,4.0,3.0,0.0,0.0,0.0,0.0,3500000.0,507500.0,3573499.9999999995,518157.49999999994,3573499.9999999995,0.3235294117647059,0.5519031141868512,0.38087774294670845,0.99,2011,6,2016,blackch02,OF
1554,147,523,72,126,32,1,23,58.0,4.0,5.0,43,116.0,3.0,10.0,2.0,5.0,9.0,3.0,148.0,142.0,3776.0,319.0,17.0,10.0,5.0,0.0,0.0,0.0,2250000.0,316000.0,2823749.9999999995,396579.99999999994,2823749.9999999995,0.24091778202676864,0.4378585086042065,0.3080895008605852,0.9710982658959537,1999,7,2005,blakeca01,OF
1555,109,401,63,113,20,1,19,68.0,6.0,0.0,45,93.0,5.0,4.0,1.0,5.0,11.0,2.0,102.0,100.0,2629.0,272.0,7.0,4.0,6.0,0.0,0.0,0.0,3050000.0,327000.0,3708800.0,397632.0,3708800.0,0.2817955112219451,0.47880299251870323,0.35604395604395606,0.9858657243816255,1999,8,2006,blakeca01,OF
1556,156,588,81,159,36,4,18,78.0,4.0,5.0,54,123.0,2.0,10.0,5.0,5.0,14.0,3.0,164.0,146.0,3938.0,151.0,265.0,14.0,30.0,0.0,0.0,0.0,3750000.0,380000.0,4432500.0,449160.0,4432500.0,0.27040816326530615,0.4370748299319728,0.3394216133942161,0.9674418604651163,1999,9,2007,blakeca01,3B
1557,152,536,71,147,36,1,21,81.0,3.0,0.0,49,120.0,11.0,11.0,1.0,4.0,12.0,9.0,164.0,149.0,3854.0,264.0,256.0,16.0,47.0,0.0,0.0,0.0,6100000.0,390000.0,6941799.999999999,443819.99999999994,6941799.999999999,0.27425373134328357,0.4626865671641791,0.345,0.9701492537313433,1999,10,2008,blakeca01,3B
1558,139,485,84,136,25,6,18,79.0,3.0,4.0,63,116.0,8.0,6.0,1.0,10.0,12.0,3.0,138.0,131.0,3493.0,101.0,263.0,10.0,32.0,0.0,0.0,0.0,5000000.0,400000.0,5715000.0,457200.0,5715000.0,0.2804123711340206,0.46804123711340206,0.36347517730496454,0.9732620320855615,1999,11,2009,blakeca01,3B
1559,146,509,56,126,28,1,17,64.0,0.0,4.0,48,138.0,3.0,8.0,3.0,3.0,8.0,2.0,140.0,134.0,3616.0,81.0,257.0,15.0,17.0,0.0,0.0,0.0,6250000.0,400000.0,7025000.000000001,449600.00000000006,7025000.000000001,0.2475442043222004,0.4066797642436149,0.3204225352112676,0.9575070821529745,1999,12,2010,blakeca01,3B
1560,63,202,32,51,10,1,4,26.0,1.0,2.0,26,50.0,1.0,3.0,5.0,3.0,9.0,3.0,55.0,51.0,1311.0,82.0,72.0,7.0,8.0,0.0,0.0,0.0,5500000.0,414000.0,5995000.0,451260.00000000006,5995000.0,0.2524752475247525,0.3712871287128713,0.3418803418803419,0.9565217391304348,1999,13,2011,blakeca01,3B
1565,152,591,76,157,26,3,16,89.0,1.0,0.0,51,98.0,6.0,2.0,0.0,2.0,15.0,1.0,122.0,120.0,3188.0,72.0,237.0,12.0,20.0,0.0,0.0,0.0,3050000.0,327000.0,3708800.0,397632.0,3708800.0,0.2656514382402707,0.4010152284263959,0.32507739938080493,0.9626168224299065,2002,5,2006,blaloha01,3B
1566,58,208,32,61,16,3,10,33.0,4.0,1.0,21,38.0,1.0,1.0,0.0,2.0,8.0,1.0,39.0,39.0,1018.0,18.0,69.0,6.0,9.0,0.0,0.0,0.0,4800000.0,380000.0,5673600.0,449160.0,5673600.0,0.2932692307692308,0.5432692307692307,0.3577586206896552,0.9354838709677419,2002,6,2007,blaloha01,3B
1567,65,258,37,74,19,1,12,38.0,1.0,0.0,19,40.0,3.0,2.0,0.0,2.0,10.0,2.0,65.0,65.0,1677.0,286.0,67.0,5.0,30.0,0.0,0.0,0.0,6000000.0,390000.0,6827999.999999999,443819.99999999994,6827999.999999999,0.2868217054263566,0.5077519379844961,0.33807829181494664,0.9860335195530726,2002,7,2008,blaloha01,1B
1568,123,462,62,108,21,4,25,66.0,2.0,0.0,26,108.0,2.0,3.0,0.0,4.0,6.0,2.0,67.0,67.0,1730.0,535.0,29.0,6.0,64.0,0.0,0.0,0.0,6200000.0,400000.0,7086600.0,457200.0,7086600.0,0.23376623376623376,0.4588744588744589,0.2767676767676768,0.9894736842105263,2002,8,2009,blaloha01,1B
1585,146,393,51,102,18,6,5,38.0,16.0,5.0,41,77.0,1.0,3.0,6.0,1.0,4.0,1.0,127.0,92.0,2672.0,219.0,6.0,1.0,0.0,0.0,0.0,0.0,2525000.0,500000.0,2613375.0,517499.99999999994,2613375.0,0.2595419847328244,0.37404580152671757,0.3333333333333333,0.995575221238938,2008,7,2014,blancgr01,OF
1586,115,327,59,95,19,3,5,26.0,13.0,5.0,40,59.0,7.0,2.0,0.0,3.0,3.0,1.0,93.0,78.0,2198.0,183.0,1.0,3.0,0.0,0.0,0.0,0.0,3600000.0,507500.0,3722400.0,524755.0,3722400.0,0.290519877675841,0.41284403669724773,0.3682795698924731,0.983957219251337,2008,8,2015,blancgr01,OF
1587,106,241,28,54,10,4,1,18.0,6.0,3.0,29,51.0,4.0,1.0,1.0,1.0,5.0,1.0,75.0,56.0,1624.0,111.0,2.0,1.0,0.0,0.0,0.0,0.0,3900000.0,507500.0,3981899.9999999995,518157.49999999994,3981899.9999999995,0.22406639004149378,0.3112033195020747,0.3088235294117647,0.9912280701754386,2008,9,2016,blancgr01,OF
1598,22,54,3,9,3,0,0,4.0,0.0,0.0,2,12.0,0.0,0.0,1.0,1.0,0.0,2.0,16.0,14.0,372.0,110.0,5.0,0.0,1.0,2.0,8.0,3.0,1775000.0,380000.0,2098050.0,449160.0,2098050.0,0.16666666666666666,0.2222222222222222,0.19298245614035087,1.0,1997,11,2007,blanche01,C
1599,58,120,15,35,3,0,3,12.0,0.0,0.0,6,22.0,1.0,0.0,2.0,0.0,4.0,2.0,46.0,28.0,778.0,238.0,15.0,2.0,2.0,3.0,12.0,10.0,3175000.0,390000.0,3613149.9999999995,443819.99999999994,3613149.9999999995,0.2916666666666667,0.39166666666666666,0.3253968253968254,0.9921568627450981,1997,12,2008,blanche01,C
1627,161,597,110,182,29,2,15,73.0,16.0,6.0,85,109.0,0.0,16.0,5.0,7.0,13.0,1.0,161.0,159.0,3971.0,189.0,426.0,19.0,86.0,0.0,0.0,0.0,2000000.0,109000.0,3393999.9999999995,184972.99999999997,3393999.9999999995,0.304857621440536,0.4355108877721943,0.4014184397163121,0.9700315457413249,1987,7,1993,blausje01,SS
1628,96,380,56,98,21,4,6,45.0,1.0,3.0,38,64.0,0.0,5.0,5.0,6.0,11.0,1.0,96.0,96.0,2516.0,126.0,290.0,13.0,47.0,0.0,0.0,0.0,3750000.0,109000.0,6202500.000000001,180286.00000000003,6202500.000000001,0.2578947368421053,0.3815789473684211,0.32867132867132864,0.9696969696969697,1987,8,1994,blausje01,SS
1629,115,431,60,91,16,2,12,31.0,8.0,5.0,57,107.0,2.0,12.0,2.0,2.0,6.0,1.0,115.0,114.0,2991.0,151.0,337.0,15.0,62.0,0.0,0.0,0.0,3420000.0,109000.0,5502780.0,175381.0,5502780.0,0.2111368909512761,0.34106728538283065,0.3187250996015936,0.9701789264413518,1987,9,1995,blausje01,SS
1630,83,265,48,65,14,1,10,35.0,6.0,0.0,40,54.0,3.0,6.0,0.0,1.0,7.0,1.0,79.0,78.0,1969.0,83.0,206.0,23.0,40.0,0.0,0.0,0.0,3500000.0,122667.0,5470500.000000001,191728.521,5470500.000000001,0.24528301886792453,0.4188679245283019,0.3557692307692308,0.9262820512820513,1987,10,1996,blausje01,SS
1631,151,519,90,160,31,4,17,70.0,5.0,1.0,70,101.0,6.0,20.0,5.0,9.0,13.0,1.0,149.0,147.0,3705.0,204.0,372.0,16.0,79.0,0.0,0.0,0.0,4020000.0,150000.0,6138540.0,229050.0,6138540.0,0.30828516377649323,0.4816955684007707,0.4045307443365696,0.972972972972973,1987,11,1997,blausje01,SS
1632,119,361,49,79,11,3,4,26.0,2.0,2.0,60,93.0,1.0,8.0,3.0,3.0,5.0,1.0,106.0,100.0,2677.0,129.0,255.0,14.0,36.0,0.0,0.0,0.0,4000000.0,170000.0,6016000.0,255680.0,6016000.0,0.2188365650969529,0.29916897506925205,0.3402777777777778,0.964824120603015,1987,12,1998,blausje01,SS
1633,104,200,41,48,5,2,9,26.0,2.0,2.0,26,52.0,0.0,8.0,2.0,2.0,0.0,4.0,66.0,40.0,1103.0,70.0,94.0,7.0,16.0,0.0,0.0,0.0,4200000.0,200000.0,6178199.999999999,294200.0,6178199.999999999,0.24,0.42,0.3474576271186441,0.9590643274853801,1987,13,1999,blausje01,2B
1645,83,187,31,50,10,1,3,17.0,8.0,5.0,9,28.0,0.0,0.0,2.0,1.0,4.0,9.0,64.0,43.0,1226.0,82.0,31.0,5.0,6.0,0.0,0.0,0.0,1700000.0,400000.0,1910800.0000000002,449600.00000000006,1910800.0000000002,0.26737967914438504,0.37967914438502676,0.29949238578680204,0.9576271186440678,2002,9,2010,bloomwi01,OF
1647,80,324,47,98,21,5,0,23.0,7.0,10.0,12,55.0,0.0,0.0,0.0,2.0,5.0,4.0,78.0,73.0,1909.0,91.0,160.0,6.0,32.0,0.0,0.0,0.0,1900000.0,480000.0,2029200.0,512640.0,2029200.0,0.30246913580246915,0.39814814814814814,0.3254437869822485,0.9766536964980544,2002,11,2012,bloomwi01,SS
1648,48,139,16,44,5,1,0,14.0,0.0,2.0,8,11.0,0.0,2.0,0.0,1.0,3.0,3.0,31.0,29.0,796.0,53.0,66.0,1.0,17.0,0.0,0.0,0.0,1900000.0,490000.0,1998800.0,515480.0,1998800.0,0.31654676258992803,0.3669064748201439,0.36,0.9916666666666667,2002,12,2013,bloomwi01,2B
